Company,TypeName,Ram,Memory,OpSys,Weight,TouchScreen,IPS,PPI,CPU_name,HDD,SSD,Gpu brand
0.0,0.0,8,0.0,0.0,1.37,0,1,226.98300468106115,0.0,0,128,0.0
0.0,0.0,8,0.0,0.0,1.34,0,0,127.67794013309688,0.0,0,0,0.0
0.0,0.0,8,0.0,0.0,1.86,0,0,141.21199808219862,0.0,0,256,0.0
0.0,0.0,16,0.0,0.0,1.83,0,1,220.53462386625827,0.0,0,512,0.0
0.0,0.0,8,0.0,0.0,1.37,0,1,226.98300468106115,0.0,0,256,0.0
0.0,0.0,4,0.0,0.0,2.1,0,0,100.45466986113651,0.0,500,0,0.0
0.0,0.0,16,0.0,0.0,2.04,0,1,220.53462386625827,0.0,0,0,0.0
0.0,0.0,8,0.0,0.0,1.34,0,0,127.67794013309688,0.0,0,0,0.0
0.0,0.0,16,0.0,0.0,1.3,0,0,157.3505121487356,0.0,0,512,0.0
0.0,0.0,8,0.0,0.0,1.6,0,1,157.3505121487356,0.0,0,256,0.0
0.0,0.0,4,0.0,0.0,1.86,0,0,100.45466986113651,0.0,500,0,0.0
0.0,0.0,4,0.0,0.0,1.86,0,0,141.21199808219862,0.0,500,0,0.0
0.0,0.0,16,0.0,0.0,1.83,0,1,220.53462386625827,0.0,0,256,0.0
0.0,0.0,4,0.0,0.0,2.2,0,0,141.21199808219862,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,0.92,0,1,226.41554716935852,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,1.37,0,1,226.98300468106115,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,2.2,0,0,141.21199808219862,0.0,0,256,0.0
0.0,0.0,16,0.0,0.0,1.83,0,1,220.53462386625827,0.0,0,512,0.0
0.0,0.0,8,0.0,0.0,2.2,0,0,141.21199808219862,0.0,1000,0,0.0
0.0,0.0,8,0.0,0.0,1.22,1,1,165.6321180513006,0.0,0,128,0.0
0.0,0.0,2,0.0,0.0,0.98,0,0,135.0942111925629,0.0,0,0,0.0
0.0,0.0,8,0.0,0.0,2.5,0,1,141.21199808219862,0.0,1000,128,0.0
0.0,0.0,4,0.0,0.0,1.86,0,0,100.45466986113651,0.0,500,0,0.0
0.0,0.0,8,0.0,0.0,1.62,1,0,165.6321180513006,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,1.91,0,0,141.21199808219862,0.0,0,256,0.0
0.0,0.0,4,0.0,0.0,2.3,0,0,100.45466986113651,0.0,1000,0,0.0
0.0,0.0,8,0.0,0.0,1.35,0,0,127.67794013309688,0.0,0,0,0.0
0.0,0.0,8,0.0,0.0,2.2,0,0,141.21199808219862,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,1.88,0,0,141.21199808219862,0.0,0,512,0.0
0.0,0.0,8,0.0,0.0,2.5,0,0,127.33567457123111,0.0,1000,0,0.0
0.0,0.0,4,0.0,0.0,1.89,0,0,141.21199808219862,0.0,0,0,0.0
0.0,0.0,2,0.0,0.0,1.65,0,0,111.93520355955211,0.0,0,0,0.0
0.0,0.0,4,0.0,0.0,2.71,0,0,127.33567457123111,0.0,500,0,0.0
0.0,0.0,16,0.0,0.0,1.2,1,0,276.053530085501,0.0,0,512,0.0
0.0,0.0,8,0.0,0.0,1.35,0,0,127.67794013309688,0.0,0,0,0.0
0.0,0.0,4,0.0,0.0,1.44,0,0,111.93520355955211,0.0,0,0,0.0
0.0,0.0,4,0.0,0.0,2.1,0,0,100.45466986113651,0.0,1000,0,0.0
0.0,0.0,8,0.0,0.0,2.8,0,1,127.33567457123111,0.0,1000,128,0.0
0.0,0.0,4,0.0,0.0,1.86,0,0,100.45466986113651,0.0,1000,0,0.0
0.0,0.0,8,0.0,0.0,2.1,0,0,141.21199808219862,0.0,0,256,0.0
0.0,0.0,4,0.0,0.0,2.0,0,0,141.21199808219862,0.0,1000,0,0.0
0.0,0.0,16,0.0,0.0,2.65,0,1,141.21199808219862,0.0,1000,256,0.0
0.0,0.0,8,0.0,0.0,2.3,0,0,100.45466986113651,0.0,1000,0,0.0
0.0,0.0,4,0.0,0.0,2.2,0,1,141.21199808219862,0.0,0,256,0.0
0.0,0.0,12,0.0,0.0,2.77,1,0,127.33567457123111,0.0,1000,0,0.0
0.0,0.0,8,0.0,0.0,1.37,0,1,226.98300468106115,0.0,0,256,0.0
0.0,0.0,4,0.0,0.0,2.2,0,0,100.45466986113651,0.0,0,128,0.0
0.0,0.0,8,0.0,0.0,3.2,0,0,127.33567457123111,0.0,1000,256,0.0
0.0,0.0,4,0.0,0.0,2.3,0,0,141.21199808219862,0.0,0,256,0.0
0.0,0.0,4,0.0,0.0,2.8,0,0,90.58340172449303,0.0,1000,0,0.0
0.0,0.0,4,0.0,0.0,0.69,1,1,224.17380907857276,0.0,0,0,0.0
0.0,0.0,8,0.0,0.0,2.2,0,1,141.21199808219862,0.0,0,256,0.0
0.0,0.0,4,0.0,0.0,1.86,0,0,141.21199808219862,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,1.49,0,0,165.6321180513006,0.0,0,512,0.0
0.0,0.0,4,0.0,0.0,2.4,0,0,100.45466986113651,0.0,1000,0,0.0
0.0,0.0,8,0.0,0.0,2.13,0,0,141.21199808219862,0.0,0,256,0.0
0.0,0.0,4,0.0,0.0,1.91,0,0,141.21199808219862,0.0,0,128,0.0
0.0,0.0,4,0.0,0.0,2.0,0,0,100.45466986113651,0.0,0,256,0.0
0.0,0.0,16,0.0,0.0,2.43,0,0,127.33567457123111,0.0,2000,256,0.0
0.0,0.0,4,0.0,0.0,2.0,0,0,141.21199808219862,0.0,0,256,0.0
0.0,0.0,16,0.0,0.0,2.8,0,0,127.33567457123111,0.0,2000,256,0.0
0.0,0.0,8,0.0,0.0,1.7,0,0,157.3505121487356,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,1.7,0,1,157.3505121487356,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,1.4,0,0,157.3505121487356,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,1.86,0,0,141.21199808219862,0.0,0,256,0.0
0.0,0.0,16,0.0,0.0,1.8,0,0,141.21199808219862,0.0,0,512,0.0
0.0,0.0,4,0.0,0.0,1.86,0,0,100.45466986113651,0.0,500,0,0.0
0.0,0.0,4,0.0,0.0,1.44,0,0,111.93520355955211,0.0,0,32,0.0
0.0,0.0,4,0.0,0.0,1.9,0,0,141.21199808219862,0.0,1000,0,0.0
0.0,0.0,12,0.0,0.0,3.0,0,0,127.33567457123111,0.0,1000,0,0.0
0.0,0.0,4,0.0,0.0,1.252,1,0,200.84255993695703,0.0,0,128,0.0
0.0,0.0,8,0.0,0.0,1.4,0,1,165.6321180513006,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,2.2,0,0,141.21199808219862,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,2.7,0,0,127.33567457123111,0.0,1000,128,0.0
0.0,0.0,8,0.0,0.0,2.1,0,0,111.93520355955211,0.0,1000,0,0.0
0.0,0.0,8,0.0,0.0,2.2,0,0,141.21199808219862,0.0,1000,0,0.0
0.0,0.0,8,0.0,0.0,2.2,0,0,141.21199808219862,0.0,2000,0,0.0
0.0,0.0,8,0.0,0.0,2.02,0,0,141.21199808219862,0.0,1000,128,0.0
0.0,0.0,4,0.0,0.0,2.2,0,0,141.21199808219862,0.0,1000,0,0.0
0.0,0.0,8,0.0,0.0,2.5,0,0,127.33567457123111,0.0,1000,128,0.0
0.0,0.0,8,0.0,0.0,1.88,0,1,141.21199808219862,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,0.92,0,1,226.41554716935852,0.0,0,512,0.0
0.0,0.0,8,0.0,0.0,1.63,0,0,157.3505121487356,0.0,0,256,0.0
0.0,0.0,4,0.0,0.0,2.2,0,0,141.21199808219862,0.0,0,128,0.0
0.0,0.0,4,0.0,0.0,2.1,0,0,100.45466986113651,0.0,1000,0,0.0
0.0,0.0,16,0.0,0.0,2.65,0,1,141.21199808219862,0.0,1000,128,0.0
0.0,0.0,8,0.0,0.0,1.83,0,1,141.21199808219862,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,1.96,0,0,141.21199808219862,0.0,0,256,0.0
0.0,0.0,16,0.0,0.0,2.2,0,1,141.21199808219862,0.0,1000,128,0.0
0.0,0.0,8,0.0,0.0,1.21,0,1,165.6321180513006,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,2.45,0,0,141.21199808219862,0.0,1000,0,0.0
0.0,0.0,8,0.0,0.0,2.2,0,0,141.21199808219862,0.0,1000,0,0.0
0.0,0.0,16,0.0,0.0,1.49,0,0,165.6321180513006,0.0,0,512,0.0
0.0,0.0,8,0.0,0.0,2.65,0,0,141.21199808219862,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,1.25,0,0,157.3505121487356,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,1.5,1,1,165.6321180513006,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,2.2,0,0,141.21199808219862,0.0,1000,0,0.0
0.0,0.0,4,0.0,0.0,2.2,0,0,141.21199808219862,0.0,0,256,0.0
0.0,0.0,6,0.0,0.0,2.0,0,0,141.21199808219862,0.0,0,256,0.0
0.0,0.0,12,0.0,0.0,2.62,0,1,141.21199808219862,0.0,1000,128,0.0
0.0,0.0,8,0.0,0.0,1.91,0,0,141.21199808219862,0.0,0,256,0.0
0.0,0.0,4,0.0,0.0,2.1,0,0,141.21199808219862,0.0,500,0,0.0
0.0,0.0,8,0.0,0.0,2.2,0,0,141.21199808219862,0.0,1000,0,0.0
0.0,0.0,8,0.0,0.0,1.38,0,1,165.6321180513006,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,1.252,1,0,200.84255993695703,0.0,0,256,0.0
0.0,0.0,6,0.0,0.0,1.58,0,1,157.3505121487356,0.0,0,256,0.0
0.0,0.0,4,0.0,0.0,1.85,0,0,141.21199808219862,0.0,1000,0,0.0
0.0,0.0,8,0.0,0.0,1.3,0,1,157.3505121487356,0.0,0,256,0.0
0.0,0.0,16,0.0,0.0,2.2,0,0,141.21199808219862,0.0,1000,256,0.0
0.0,0.0,8,0.0,0.0,1.58,0,1,157.3505121487356,0.0,0,256,0.0
0.0,0.0,16,0.0,0.0,1.5,0,0,141.21199808219862,0.0,1000,256,0.0
0.0,0.0,8,0.0,0.0,1.23,1,0,276.053530085501,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,1.37,1,1,165.6321180513006,0.0,0,256,0.0
0.0,0.0,4,0.0,0.0,1.63,0,1,111.93520355955211,0.0,500,0,0.0
0.0,0.0,8,0.0,0.0,1.21,0,1,165.6321180513006,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,1.26,1,1,165.6321180513006,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,1.63,0,0,157.3505121487356,0.0,0,512,0.0
0.0,0.0,8,0.0,0.0,2.16,0,1,141.21199808219862,0.0,1000,256,0.0
0.0,0.0,4,0.0,0.0,2.0,0,0,127.33567457123111,0.0,1000,0,0.0
0.0,0.0,8,0.0,0.0,1.7,0,0,141.21199808219862,0.0,0,256,0.0
0.0,0.0,6,0.0,0.0,2.1,1,1,141.21199808219862,0.0,1000,0,0.0
0.0,0.0,16,0.0,0.0,1.8,0,0,141.21199808219862,0.0,2000,256,0.0
0.0,0.0,8,0.0,0.0,2.2,0,0,141.21199808219862,0.0,0,256,0.0
0.0,0.0,16,0.0,0.0,2.5,0,0,127.33567457123111,0.0,0,512,0.0
0.0,0.0,4,0.0,0.0,2.1,0,0,100.45466986113651,0.0,0,256,0.0
0.0,0.0,4,0.0,0.0,1.86,0,0,100.45466986113651,0.0,500,0,0.0
0.0,0.0,8,0.0,0.0,1.63,0,0,157.3505121487356,0.0,1000,0,0.0
0.0,0.0,4,0.0,0.0,1.65,0,0,111.93520355955211,0.0,0,64,0.0
0.0,0.0,16,0.0,0.0,2.8,0,0,127.33567457123111,0.0,2000,256,0.0
0.0,0.0,8,0.0,0.0,2.5,0,0,127.33567457123111,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,2.36,0,0,100.45466986113651,0.0,1000,0,0.0
0.0,0.0,4,0.0,0.0,2.2,0,0,141.21199808219862,0.0,1000,0,0.0
0.0,0.0,8,0.0,0.0,1.6,0,1,157.3505121487356,0.0,0,256,0.0
0.0,0.0,4,0.0,0.0,2.2,0,0,141.21199808219862,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,2.05,0,0,100.45466986113651,0.0,1000,0,0.0
0.0,0.0,8,0.0,0.0,1.63,0,0,157.3505121487356,0.0,0,256,0.0
0.0,0.0,4,0.0,0.0,1.9,0,0,100.45466986113651,0.0,1000,0,0.0
0.0,0.0,8,0.0,0.0,3.0,0,0,127.33567457123111,0.0,1000,128,0.0
0.0,0.0,4,0.0,0.0,2.2,0,0,141.21199808219862,0.0,1000,0,0.0
0.0,0.0,4,0.0,0.0,1.32,0,1,165.6321180513006,0.0,0,256,0.0
0.0,0.0,4,0.0,0.0,3.0,0,1,127.33567457123111,0.0,1000,0,0.0
0.0,0.0,8,0.0,0.0,1.75,0,1,157.3505121487356,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,2.4,0,1,141.21199808219862,0.0,0,256,0.0
0.0,0.0,4,0.0,0.0,2.1,0,0,100.45466986113651,0.0,500,0,0.0
0.0,0.0,4,0.0,0.0,1.86,0,0,100.45466986113651,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,1.25,0,0,157.3505121487356,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,0.97,1,1,352.4651472131677,0.0,0,512,0.0
0.0,0.0,4,0.0,0.0,2.0,0,0,141.21199808219862,0.0,1000,0,0.0
0.0,0.0,16,0.0,0.0,2.9,0,0,127.33567457123111,0.0,1000,256,0.0
0.0,0.0,4,0.0,0.0,2.1,0,0,100.45466986113651,0.0,1000,0,0.0
0.0,0.0,16,0.0,0.0,2.56,0,0,141.21199808219862,0.0,0,512,0.0
0.0,0.0,8,0.0,0.0,2.62,0,0,141.21199808219862,0.0,0,0,0.0
0.0,0.0,4,0.0,0.0,1.9,0,0,100.45466986113651,0.0,0,128,0.0
0.0,0.0,16,0.0,0.0,2.8,0,0,127.33567457123111,0.0,1000,256,0.0
0.0,0.0,4,0.0,0.0,1.48,0,0,157.3505121487356,0.0,0,256,0.0
0.0,0.0,6,0.0,0.0,1.91,0,0,141.21199808219862,0.0,0,256,0.0
0.0,0.0,4,0.0,0.0,1.74,1,1,157.3505121487356,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,1.1,1,0,165.6321180513006,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,1.56,1,0,141.21199808219862,0.0,0,256,0.0
0.0,0.0,4,0.0,0.0,2.1,0,0,100.45466986113651,0.0,500,0,0.0
0.0,0.0,4,0.0,0.0,2.03,0,0,100.45466986113651,0.0,1000,0,0.0
0.0,0.0,4,0.0,0.0,3.0,0,1,127.33567457123111,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,2.13,0,0,141.21199808219862,0.0,0,256,0.0
0.0,0.0,16,0.0,0.0,2.5,0,1,141.21199808219862,0.0,0,256,0.0
0.0,0.0,4,0.0,0.0,2.1,0,0,100.45466986113651,0.0,1000,0,0.0
0.0,0.0,16,0.0,0.0,2.4,0,1,141.21199808219862,0.0,1000,256,0.0
0.0,0.0,4,0.0,0.0,2.1,0,0,100.45466986113651,0.0,1000,0,0.0
0.0,0.0,8,0.0,0.0,2.56,0,0,141.21199808219862,0.0,1000,128,0.0
0.0,0.0,8,0.0,0.0,3.0,0,1,127.33567457123111,0.0,0,256,0.0
0.0,0.0,4,0.0,0.0,1.49,0,1,165.6321180513006,0.0,500,0,0.0
0.0,0.0,8,0.0,0.0,1.05,0,1,199.69207064108247,0.0,0,256,0.0
0.0,0.0,6,0.0,0.0,2.71,0,1,127.33567457123111,0.0,2000,0,0.0
0.0,0.0,4,0.0,0.0,2.2,0,0,100.45466986113651,0.0,500,0,0.0
0.0,0.0,4,0.0,0.0,2.0,0,0,100.45466986113651,0.0,500,0,0.0
0.0,0.0,8,0.0,0.0,2.5,0,0,127.33567457123111,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,2.3,0,0,100.45466986113651,0.0,1000,0,0.0
0.0,0.0,4,0.0,0.0,2.1,0,0,100.45466986113651,0.0,0,128,0.0
0.0,0.0,32,0.0,0.0,4.4,0,0,119.7232157653423,0.0,1000,512,0.0
0.0,0.0,8,0.0,0.0,1.9,0,0,141.21199808219862,0.0,1000,128,0.0
0.0,0.0,8,0.0,0.0,1.29,1,1,331.2642361026012,0.0,0,256,0.0
0.0,0.0,16,0.0,0.0,2.02,0,0,141.21199808219862,0.0,2000,256,0.0
0.0,0.0,8,0.0,0.0,1.23,0,0,165.6321180513006,0.0,0,256,0.0
0.0,0.0,16,0.0,0.0,1.4,1,1,316.96506044349616,0.0,0,512,0.0
0.0,0.0,8,0.0,0.0,2.0,0,0,100.45466986113651,0.0,0,128,0.0
0.0,0.0,8,0.0,0.0,1.95,0,1,141.21199808219862,0.0,0,256,0.0
0.0,0.0,16,0.0,0.0,2.77,1,0,127.33567457123111,0.0,0,512,0.0
0.0,0.0,16,0.0,0.0,2.06,1,0,282.42399616439724,0.0,0,512,0.0
0.0,0.0,8,0.0,0.0,2.4,0,1,141.21199808219862,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,1.12,0,1,165.6321180513006,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,2.8,0,0,127.33567457123111,0.0,1000,128,0.0
0.0,0.0,16,0.0,0.0,1.42,1,0,209.8006828649808,0.0,0,1000,0.0
0.0,0.0,4,0.0,0.0,1.3,0,1,157.3505121487356,0.0,0,0,0.0
0.0,0.0,8,0.0,0.0,1.3,0,1,165.6321180513006,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,2.8,0,0,106.11306214269258,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,1.62,1,1,165.6321180513006,0.0,1000,0,0.0
0.0,0.0,8,0.0,0.0,2.5,0,1,127.33567457123111,0.0,1000,0,0.0
0.0,0.0,32,0.0,0.0,3.49,1,0,254.67134914246222,0.0,0,1000,0.0
0.0,0.0,8,0.0,0.0,1.49,0,0,165.6321180513006,0.0,0,512,0.0
0.0,0.0,16,0.0,0.0,3.35,0,1,127.33567457123111,0.0,1000,256,0.0
0.0,0.0,8,0.0,0.0,2.5,0,0,127.33567457123111,0.0,0,256,0.0
0.0,0.0,16,0.0,0.0,2.65,0,1,282.42399616439724,0.0,1000,512,0.0
0.0,0.0,4,0.0,0.0,2.1,0,0,100.45466986113651,0.0,0,128,0.0
0.0,0.0,8,0.0,0.0,2.23,0,0,141.21199808219862,0.0,1000,0,0.0
0.0,0.0,16,0.0,0.0,3.2,0,1,141.21199808219862,0.0,1000,512,0.0
0.0,0.0,16,0.0,0.0,2.8,0,0,282.42399616439724,0.0,1000,256,0.0
0.0,0.0,16,0.0,0.0,2.4,0,0,141.21199808219862,0.0,0,512,0.0
0.0,0.0,6,0.0,0.0,2.3,1,0,100.45466986113651,0.0,1000,0,0.0
0.0,0.0,8,0.0,0.0,1.21,1,1,331.2642361026012,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,1.2,0,0,165.6321180513006,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,2.2,0,0,100.45466986113651,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,2.4,0,0,141.21199808219862,0.0,1000,0,0.0
0.0,0.0,16,0.0,0.0,2.9,0,0,127.33567457123111,0.0,1000,256,0.0
0.0,0.0,4,0.0,0.0,2.1,0,0,141.21199808219862,0.0,500,0,0.0
0.0,0.0,8,0.0,0.0,2.2,0,0,141.21199808219862,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,1.05,0,1,199.69207064108247,0.0,0,512,0.0
0.0,0.0,8,0.0,0.0,1.4,0,1,165.6321180513006,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,2.8,0,0,106.11306214269258,0.0,1000,0,0.0
0.0,0.0,8,0.0,0.0,1.63,0,0,157.3505121487356,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,1.6,0,0,157.3505121487356,0.0,0,256,0.0
0.0,0.0,16,0.0,0.0,1.62,1,0,165.6321180513006,0.0,0,512,0.0
0.0,0.0,8,0.0,0.0,2.2,0,0,141.21199808219862,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,1.74,0,1,157.3505121487356,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,1.2,0,0,165.6321180513006,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,2.1,0,0,141.21199808219862,0.0,1000,0,0.0
0.0,0.0,16,0.0,0.0,4.42,0,1,127.33567457123111,0.0,1000,256,0.0
0.0,0.0,8,0.0,0.0,2.2,0,0,141.21199808219862,0.0,0,256,0.0
0.0,0.0,16,0.0,0.0,2.3,1,0,141.21199808219862,0.0,1000,0,0.0
0.0,0.0,8,0.0,0.0,2.0,0,0,141.21199808219862,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,2.69,0,0,127.33567457123111,0.0,500,256,0.0
0.0,0.0,8,0.0,0.0,1.9,0,0,141.21199808219862,0.0,1000,0,0.0
0.0,0.0,4,0.0,0.0,2.37,0,0,100.45466986113651,0.0,1000,0,0.0
0.0,0.0,4,0.0,0.0,2.1,0,0,100.45466986113651,0.0,500,0,0.0
0.0,0.0,16,0.0,0.0,3.2,0,1,141.21199808219862,0.0,1000,256,0.0
0.0,0.0,8,0.0,0.0,1.6,0,0,157.3505121487356,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,1.6,1,1,165.6321180513006,0.0,0,256,0.0
0.0,0.0,16,0.0,0.0,2.36,0,0,141.21199808219862,0.0,0,256,0.0
0.0,0.0,4,0.0,0.0,2.1,0,0,100.45466986113651,0.0,1000,0,0.0
0.0,0.0,4,0.0,0.0,2.2,0,0,141.21199808219862,0.0,1000,128,0.0
0.0,0.0,32,0.0,0.0,4.7,0,0,127.33567457123111,0.0,1000,512,0.0
0.0,0.0,8,0.0,0.0,2.5,0,1,141.21199808219862,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,2.2,0,0,100.45466986113651,0.0,0,128,0.0
0.0,0.0,8,0.0,0.0,2.1,0,0,127.33567457123111,0.0,1000,128,0.0
0.0,0.0,8,0.0,0.0,2.69,0,0,127.33567457123111,0.0,1000,128,0.0
0.0,0.0,8,0.0,0.0,2.56,0,0,141.21199808219862,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,1.38,1,1,158.48253022174808,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,2.2,0,0,141.21199808219862,0.0,2000,128,0.0
0.0,0.0,8,0.0,0.0,2.04,1,0,100.45466986113651,0.0,1000,0,0.0
0.0,0.0,16,0.0,0.0,3.6,0,0,127.33567457123111,0.0,0,256,0.0
0.0,0.0,4,0.0,0.0,1.49,0,1,165.6321180513006,0.0,500,0,0.0
0.0,0.0,8,0.0,0.0,1.37,0,1,226.98300468106115,0.0,0,512,0.0
0.0,0.0,8,0.0,0.0,2.08,1,1,141.21199808219862,0.0,1000,0,0.0
0.0,0.0,16,0.0,0.0,4.3,0,0,127.33567457123111,0.0,1000,256,0.0
0.0,0.0,4,0.0,0.0,1.68,0,0,100.45466986113651,0.0,1000,0,0.0
0.0,0.0,8,0.0,0.0,1.37,1,1,158.48253022174808,0.0,0,512,0.0
0.0,0.0,4,0.0,0.0,3.0,0,1,127.33567457123111,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,1.41,0,0,165.6321180513006,0.0,0,256,0.0
0.0,0.0,8,0.0,0.0,1.91,0,0,100.45466986113651,0.0,0,128,0.0
0.0,0.0,16,0.0,0.0,2.9,0,1,127.33567457123111,0.0,1000,0,0.0
